timestamp,tilt X,tilt Y,alpha,beta,xC_det7,yC_det7,Centroid_det7,xC_det8,yC_det8,Centroid_det8,xC_det17,yC_det17,Centroid_det17
2024-099-00:10:05.400000000,0.0439557525395233,89.9967329294807,0.044077,94.250769,5.04585829943098e-05,-0.0180778953951069,0.018077965814356,4.39552329031513e-05,-0.00916116609544325,0.0091612715433393,5.20546033598965e-05,-0.00217523992298412,0.00217586268047294
2024-099-00:10:05.500000000,0.0420216384967554,89.9947445548238,0.042349,97.128694,4.82255809335569e-05,-0.0181103679757418,0.0181104321848881,4.17418294081e-05,-0.00918834214419718,0.00918843695843599,5.25373241381293e-05,-0.00216588967156188,0.00216652676877209
2024-099-00:10:05.600000000,0.0403300729378248,89.9931779304081,0.040903,99.601032,5.1269162855785e-05,-0.0181538435522373,0.0181539159479758,4.4764951241617e-05,-0.00922614920856755,0.00922625780691236,5.17247767640209e-05,-0.00214873962329252,0.00214936209635291
2024-099-00:10:05.700000000,0.0388947102816073,89.9918568945546,0.039738,101.824806,5.2963052281549e-05,-0.01821043594092,0.0182105129593665,4.64499012412591e-05,-0.00927673944821636,0.00927685573798682,5.13714624502256e-05,-0.00214100714608276,0.0021416233624827
2024-099-00:10:05.800000000,0.0375741002289489,89.9907371923649,0.038699,103.848486,5.43867300211058e-05,-0.0182714352701641,0.0182715162137191,4.7864975468275e-05,-0.00933153085590212,0.00933165361393842,5.10619383852395e-05,-0.00213223430336184,0.00213284562169525
2024-099-00:10:05.900000000,0.0342027073955744,89.9897763987153,0.035698,106.642037,5.43555852013243e-05,-0.0183328644905361,0.0183329450705008,4.78388386187378e-05,-0.00938662953014053,0.00938675143436677,5.10935976242344e-05,-0.0021159100567723,0.00211652685408628
2024-099-00:10:06.000000000,0.0267399322426826,89.9889085332986,0.028949,112.528202,5.55203470939722e-05,-0.0184021039599646,0.018402187714027,4.90017156814045e-05,-0.00944934244055198,0.00944946949447198,5.0896052617368e-05,-0.00210307817911849,0.00210369395009264
2024-099-00:10:06.100000000,0.0191862180414985,89.98810569386,0.022574,121.796433,5.32660071586338e-05,-0.0184809455395815,0.0184810223013906,4.67709931848331e-05,-0.00952148006732484,0.00952159493983375,5.15277465852745e-05,-0.0020935871215789,0.00209422113070926
2024-099-00:10:06.200000000,0.0147832671377788,89.9874854813433,0.019369,130.249004,5.77858995809231e-05,-0.0185576068937522,0.0185576968623057,5.12619722133384e-05,-0.00959137852821671,0.00959151551431429,5.05985391133047e-05,-0.00208732716078565,0.0020879403459663
2024-099-00:10:06.300000000,0.0129761439158875,89.9870833761018,0.018309,134.868293,6.06439353167848e-05,-0.0186403716533961,0.0186404703015676,5.41036213370256e-05,-0.00966729414653212,0.00966744554251101,5.00562588718045e-05,-0.00207824764845828,0.00207885038359537
2024-099-00:10:06.400000000,0.0129505881560569,89.986706439513,0.018559,135.748728,5.95909118754023e-05,-0.0187270802460058,0.0187271750570426,5.30653479933456e-05,-0.0097471563293008,0.00974730077708626,5.05696151752233e-05,-0.0020822738252948,0.0020828877957026
2024-099-00:10:06.500000000,0.0114034988390026,89.9889456732524,0.015882,134.109242,5.95007120562039e-05,-0.0187953343884466,0.0187954285694224,5.29811200446686e-05,-0.00980910287794386,0.00980924595823592,5.06850776196053e-05,-0.0020779636729226,0.00207858172874662
2024-099-00:10:06.600000000,0.00655482576176074,89.9959406454571,0.00771,121.769623,5.84919297463002e-05,-0.0188190544469165,0.0188191453467434,5.19886974679462e-05,-0.0098278457391065,0.00982798324664518,5.09139056645418e-05,-0.00206799523572538,0.00206862188927143
2024-099-00:10:06.700000000,0.00726330191236547,90.004440226845,0.008513,58.561577,5.86397246557432e-05,-0.0187915506311419,0.0187916421246276,5.21377185901461e-05,-0.00979709200872648,0.00979723073981378,5.07241826853112e-05,-0.00206956197272955,0.00207018349468768
2024-099-00:10:06.800000000,0.0121364295309568,90.0108195268377,0.016259,48.28326,5.45980885830759e-05,-0.0187228225046981,0.0187229021119512,4.81339983015838e-05,-0.00972648467356294,0.0097266037745375,5.15659724761511e-05,-0.00207912050349413,0.00207975987016941
2024-099-00:10:06.900000000,0.0164230850444101,90.0157054914084,0.022724,46.279493,5.59376764829092e-05,-0.0186196181908776,0.0186197022156025,4.94691975621867e-05,-0.00962244672013264,0.00962257388037623,5.08507102692842e-05,-0.00206680169249352,0.00206742715248421
2024-099-00:10:07.000000000,0.0200010319772642,90.0196776548291,0.028058,45.466946,6.12049327828041e-05,-0.0184950573057235,0.0184951585769301,5.47053567398313e-05,-0.00949786298225923,0.0094980205256583,4.90963480426192e-05,-0.00204672611366563,0.00204731488436731
2024-099-00:10:07.100000000,0.0206520382200327,90.0205495326381,0.029134,45.142548,5.80852652026344e-05,-0.0183647132769085,0.0183648051348522,5.16145574080877e-05,-0.00936767038606558,0.00936781257949296,4.92080612710544e-05,-0.00202667756733046,0.00202727486918142
2024-099-00:10:07.200000000,0.0161243412068747,90.0159737107893,0.022697,45.268878,5.66367256207202e-05,-0.0182615924021051,0.01826168022881,5.01811947685901e-05,-0.00926377603645919,0.00926391194938639,4.91521454093681e-05,-0.00202353162861567,0.00202412850022085
2024-099-00:10:07.300000000,0.00985477094679308,90.0095515269191,0.013724,45.895235,5.86559518838649e-05,-0.0182026886424201,0.0182027831480129,5.21912560397453e-05,-0.00920269911345854,0.00920284710837128,4.85012508041592e-05,-0.00202260026217309,0.00202318170016245
2024-099-00:10:07.400000000,0.00536970445511926,90.00482944698,0.007222,48.032171,5.59956936826381e-05,-0.0181706992469533,0.018170785526249,4.95620643897915e-05,-0.00916760116571454,0.00916773513643567,4.92163483895513e-05,-0.00203210155781644,0.00203269746647867
2024-099-00:10:07.500000000,0.0024439749741605,90.0011847541207,0.002716,64.137505,5.65820921284951e-05,-0.0181638399368702,0.0181639280659606,5.01466824563278e-05,-0.00915691615703312,0.00915705346695625,4.90052966689664e-05,-0.00203178057632911,0.00203237147919613
2024-099-00:10:07.600000000,0.00255984675254298,89.9981867284799,0.003137,125.31191,6.01012361929483e-05,-0.0181748141883397,0.0181749135607096,5.3647064535465e-05,-0.00916342442337239,0.00916358145980003,4.81713267718221e-05,-0.00202395516383374,0.00202452833567037
