"value","timestamp"
-13166.8,"2009-10-10 21:31:36.901000000"
-13342.2,"2009-10-10 21:31:52.901000000"
-13565,"2009-10-10 21:32:08.901000000"
-13770.1,"2009-10-10 21:32:24.902000000"
-13954.3,"2009-10-10 21:32:40.901000000"
-14123.7,"2009-10-10 21:32:56.901000000"
-14287.1,"2009-10-10 21:33:12.901000000"
-14438.7,"2009-10-10 21:33:28.901000000"
-14581.3,"2009-10-10 21:33:44.902000000"
-14691.2,"2009-10-10 21:34:00.901000000"
-14795.2,"2009-10-10 21:34:16.901000000"
-14890.3,"2009-10-10 21:34:32.901000000"
-14991.4,"2009-10-10 21:34:48.901000000"
-15053.8,"2009-10-10 21:35:04.902000000"
-15104.3,"2009-10-10 21:35:20.901000000"
-15151.8,"2009-10-10 21:35:36.901000000"
-15199.4,"2009-10-10 21:35:52.901000000"
-15223.1,"2009-10-10 21:36:08.901000000"
-15238,"2009-10-10 21:36:24.902000000"
-15243.9,"2009-10-10 21:36:40.901000000"
-15249.9,"2009-10-10 21:36:56.901000000"
-15241,"2009-10-10 21:37:12.901000000"
-15208.3,"2009-10-10 21:37:28.901000000"
-15181.5,"2009-10-10 21:37:44.902000000"
-15139.9,"2009-10-10 21:38:00.901000000"
-15089.4,"2009-10-10 21:38:16.901000000"
-15059.7,"2009-10-10 21:38:32.901000000"
-14997.3,"2009-10-10 21:38:48.901000000"
-14946.8,"2009-10-10 21:39:04.902000000"
-14884.4,"2009-10-10 21:39:20.901000000"
-14819,"2009-10-10 21:39:36.901000000"
-14762.5,"2009-10-10 21:39:52.901000000"
-14709.1,"2009-10-10 21:40:08.901000000"
-14634.8,"2009-10-10 21:40:24.902000000"
-14590.2,"2009-10-10 21:40:40.901000000"
-14551.6,"2009-10-10 21:40:56.901000000"
-14510,"2009-10-10 21:41:12.901000000"
-14489.2,"2009-10-10 21:41:28.901000000"
-14459.5,"2009-10-10 21:41:44.902000000"
-14474.3,"2009-10-10 21:42:00.901000000"
-14483.2,"2009-10-10 21:42:16.901000000"
-14492.1,"2009-10-10 21:42:32.901000000"
-14518.9,"2009-10-10 21:42:48.901000000"
-14566.4,"2009-10-10 21:43:04.902000000"
-14625.9,"2009-10-10 21:43:20.901000000"
-14709.1,"2009-10-10 21:43:36.901000000"
-14786.3,"2009-10-10 21:43:52.901000000"
-14890.3,"2009-10-10 21:44:08.901000000"
-15000.3,"2009-10-10 21:44:24.902000000"
-15139.9,"2009-10-10 21:44:40.901000000"
-15267.7,"2009-10-10 21:44:56.901000000"
-15419.3,"2009-10-10 21:45:12.901000000"
-15576.7,"2009-10-10 21:45:28.901000000"
-15752.1,"2009-10-10 21:45:44.902000000"
-15939.3,"2009-10-10 21:46:00.901000000"
-16150.2,"2009-10-10 21:46:16.901000000"
-16361.2,"2009-10-10 21:46:32.901000000"
-16587.1,"2009-10-10 21:46:48.901000000"
-16830.7,"2009-10-10 21:47:04.902000000"
-17101.1,"2009-10-10 21:47:20.901000000"
-17362.6,"2009-10-10 21:47:36.901000000"
-17647.9,"2009-10-10 21:47:52.901000000"
-17927.2,"2009-10-10 21:48:08.901000000"
-18206.5,"2009-10-10 21:48:24.902000000"
-18512.6,"2009-10-10 21:48:40.901000000"
-18803.8,"2009-10-10 21:48:56.901000000"
-19130.7,"2009-10-10 21:49:12.901000000"
-19454.6,"2009-10-10 21:49:28.901000000"
-19769.6,"2009-10-10 21:49:44.902000000"
-20090.5,"2009-10-10 21:50:00.901000000"
-20402.5,"2009-10-10 21:50:16.901000000"
-20723.4,"2009-10-10 21:50:32.901000000"
-21020.6,"2009-10-10 21:50:48.901000000"
-21332.6,"2009-10-10 21:51:04.902000000"
-21638.7,"2009-10-10 21:51:20.901000000"
-21950.7,"2009-10-10 21:51:36.901000000"
-22227,"2009-10-10 21:51:52.901000000"
-22509.3,"2009-10-10 21:52:08.901000000"
-22770.8,"2009-10-10 21:52:24.902000000"
-23047.2,"2009-10-10 21:52:40.901000000"
-23267.1,"2009-10-10 21:52:56.901000000"
-23498.8,"2009-10-10 21:53:12.901000000"
-23709.8,"2009-10-10 21:53:28.901000000"
-23873.2,"2009-10-10 21:53:44.902000000"
-24042.6,"2009-10-10 21:54:00.901000000"
-24209,"2009-10-10 21:54:16.901000000"
-24357.6,"2009-10-10 21:54:32.901000000"
-24467.6,"2009-10-10 21:54:48.901000000"
-24568.6,"2009-10-10 21:55:04.902000000"
-24654.8,"2009-10-10 21:55:20.901000000"
-24711.2,"2009-10-10 21:55:36.901000000"
-24764.7,"2009-10-10 21:55:52.901000000"
-24797.4,"2009-10-10 21:56:08.901000000"
-24824.1,"2009-10-10 21:56:24.902000000"
-24836,"2009-10-10 21:56:40.901000000"
-24824.1,"2009-10-10 21:56:56.901000000"
-24806.3,"2009-10-10 21:57:12.901000000"
-24755.8,"2009-10-10 21:57:28.901000000"
-24711.2,"2009-10-10 21:57:44.902000000"
-24634,"2009-10-10 21:58:00.901000000"
-24530,"2009-10-10 21:58:16.901000000"
-24437.8,"2009-10-10 21:58:32.901000000"
-24321.9,"2009-10-10 21:58:48.901000000"
-24197.1,"2009-10-10 21:59:04.902000000"
-24048.6,"2009-10-10 21:59:20.901000000"
-23905.9,"2009-10-10 21:59:36.901000000"
-23721.7,"2009-10-10 21:59:52.901000000"
-23516.7,"2009-10-10 22:00:08.901000000"
-23314.6,"2009-10-10 22:00:24.902000000"
-23073.9,"2009-10-10 22:00:40.901000000"
-22842.1,"2009-10-10 22:00:56.901000000"
-22577.7,"2009-10-10 22:01:12.901000000"
-22301.3,"2009-10-10 22:01:28.901000000"
-22001.2,"2009-10-10 22:01:44.902000000"
-21686.2,"2009-10-10 22:02:00.901000000"
-21335.6,"2009-10-10 22:02:16.901000000"
-20999.8,"2009-10-10 22:02:32.901000000"
-20643.2,"2009-10-10 22:02:48.901000000"
-20256.9,"2009-10-10 22:03:04.902000000"
-19855.7,"2009-10-10 22:03:20.901000000"
-19436.8,"2009-10-10 22:03:36.901000000"
-18999.9,"2009-10-10 22:03:52.901000000"
-18548.3,"2009-10-10 22:04:08.901000000"
-18093.6,"2009-10-10 22:04:24.902000000"
-17609.3,"2009-10-10 22:04:40.901000000"
-17107.1,"2009-10-10 22:04:56.901000000"
-16599,"2009-10-10 22:05:12.901000000"
-16084.9,"2009-10-10 22:05:28.901000000"
-15547,"2009-10-10 22:05:44.902000000"
-15009.2,"2009-10-10 22:06:00.901000000"
-14441.6,"2009-10-10 22:06:16.901000000"
-13894.9,"2009-10-10 22:06:32.901000000"
-13345.1,"2009-10-10 22:06:48.901000000"
-12798.4,"2009-10-10 22:07:04.902000000"
-12239.7,"2009-10-10 22:07:20.901000000"
-11666.2,"2009-10-10 22:07:36.901000000"
-11113.5,"2009-10-10 22:07:52.901000000"
-10548.9,"2009-10-10 22:08:08.901000000"
-9984.33,"2009-10-10 22:08:24.902000000"
-9455.4,"2009-10-10 22:08:40.901000000"
-8902.7,"2009-10-10 22:08:56.901000000"
-8361.88,"2009-10-10 22:09:12.901000000"
-7829.97,"2009-10-10 22:09:28.901000000"
-7280.24,"2009-10-10 22:09:44.902000000"
-6789.94,"2009-10-10 22:10:00.901000000"
-6284.78,"2009-10-10 22:10:16.901000000"
-5847.97,"2009-10-10 22:10:32.901000000"
-5405.21,"2009-10-10 22:10:48.901000000"
-4977.31,"2009-10-10 22:11:04.902000000"
-4537.52,"2009-10-10 22:11:20.901000000"
-4106.65,"2009-10-10 22:11:36.901000000"
-3726.29,"2009-10-10 22:11:52.901000000"
-3328.11,"2009-10-10 22:12:08.901000000"
-2968.56,"2009-10-10 22:12:24.902000000"
-2632.77,"2009-10-10 22:12:40.901000000"
-2296.99,"2009-10-10 22:12:56.901000000"
-1987.95,"2009-10-10 22:13:12.901000000"
-1684.86,"2009-10-10 22:13:28.901000000"
-1396.62,"2009-10-10 22:13:44.902000000"
-1090.55,"2009-10-10 22:14:00.901000000"
-826.085,"2009-10-10 22:14:16.901000000"
-561.619,"2009-10-10 22:14:32.901000000"
-303.096,"2009-10-10 22:14:48.901000000"
-32.6868,"2009-10-10 22:15:04.902000000"
222.871,"2009-10-10 22:15:20.901000000"
490.317,"2009-10-10 22:15:36.901000000"
731.018,"2009-10-10 22:15:52.901000000"
998.464,"2009-10-10 22:16:08.901000000"
1268.88,"2009-10-10 22:16:24.902000000"
1551.18,"2009-10-10 22:16:40.901000000"
1857.26,"2009-10-10 22:16:56.901000000"
2083.1,"2009-10-10 22:17:12.901000000"
2404.04,"2009-10-10 22:17:28.901000000"
2736.86,"2009-10-10 22:17:44.902000000"
3004.31,"2009-10-10 22:18:00.901000000"
3334.16,"2009-10-10 22:18:16.901000000"
3684.81,"2009-10-10 22:18:32.901000000"
4062.2,"2009-10-10 22:18:48.901000000"
4433.65,"2009-10-10 22:19:04.902000000"
4808.08,"2009-10-10 22:19:20.901000000"
5212.22,"2009-10-10 22:19:36.901000000"
5637.16,"2009-10-10 22:19:52.901000000"
6053.19,"2009-10-10 22:20:08.901000000"
6498.93,"2009-10-10 22:20:24.902000000"
6959.53,"2009-10-10 22:20:40.901000000"
7434.99,"2009-10-10 22:20:56.901000000"
7934.22,"2009-10-10 22:21:12.901000000"
8442.37,"2009-10-10 22:21:28.901000000"
8962.4,"2009-10-10 22:21:44.902000000"
9497.29,"2009-10-10 22:22:00.901000000"
10061.9,"2009-10-10 22:22:16.901000000"
10641.4,"2009-10-10 22:22:32.901000000"
11220.8,"2009-10-10 22:22:48.901000000"
11806.2,"2009-10-10 22:23:04.902000000"
12421.4,"2009-10-10 22:23:20.901000000"
13039.5,"2009-10-10 22:23:36.901000000"
13651.6,"2009-10-10 22:23:52.901000000"
14269.7,"2009-10-10 22:24:08.901000000"
14899.7,"2009-10-10 22:24:24.902000000"
15553.4,"2009-10-10 22:24:40.901000000"
16180.5,"2009-10-10 22:24:56.901000000"
16837.2,"2009-10-10 22:25:12.901000000"
17496.9,"2009-10-10 22:25:28.901000000"
18168.5,"2009-10-10 22:25:44.902000000"
18816.3,"2009-10-10 22:26:00.901000000"
19473,"2009-10-10 22:26:16.901000000"
20132.7,"2009-10-10 22:26:32.901000000"
20804.3,"2009-10-10 22:26:48.901000000"
21464,"2009-10-10 22:27:04.902000000"
22111.8,"2009-10-10 22:27:20.901000000"
22759.6,"2009-10-10 22:27:36.901000000"
23407.4,"2009-10-10 22:27:52.901000000"
24049.3,"2009-10-10 22:28:08.901000000"
24694.1,"2009-10-10 22:28:24.902000000"
25324.1,"2009-10-10 22:28:40.901000000"
25948.2,"2009-10-10 22:28:56.901000000"
26560.3,"2009-10-10 22:29:12.901000000"
27157.6,"2009-10-10 22:29:28.901000000"
27749,"2009-10-10 22:29:44.902000000"
28343.3,"2009-10-10 22:30:00.901000000"
28904.9,"2009-10-10 22:30:16.901000000"
29469.5,"2009-10-10 22:30:32.901000000"
30025.2,"2009-10-10 22:30:48.901000000"
30566.1,"2009-10-10 22:31:04.902000000"
31095,"2009-10-10 22:31:20.901000000"
31585.3,"2009-10-10 22:31:36.901000000"
32066.7,"2009-10-10 22:31:52.901000000"
32536.2,"2009-10-10 22:32:08.901000000"
32973.1,"2009-10-10 22:32:24.902000000"
33401,"2009-10-10 22:32:40.901000000"
33805.1,"2009-10-10 22:32:56.901000000"
34161.7,"2009-10-10 22:33:12.901000000"
34509.4,"2009-10-10 22:33:28.901000000"
34854.1,"2009-10-10 22:33:44.902000000"
35148.3,"2009-10-10 22:34:00.901000000"
35424.7,"2009-10-10 22:34:16.901000000"
35677.2,"2009-10-10 22:34:32.901000000"
35915,"2009-10-10 22:34:48.901000000"
36102.2,"2009-10-10 22:35:04.902000000"
36274.5,"2009-10-10 22:35:20.901000000"
36414.2,"2009-10-10 22:35:36.901000000"
36542,"2009-10-10 22:35:52.901000000"
36622.2,"2009-10-10 22:36:08.901000000"
36672.7,"2009-10-10 22:36:24.902000000"
36717.3,"2009-10-10 22:36:40.901000000"
36726.2,"2009-10-10 22:36:56.901000000"
36708.4,"2009-10-10 22:37:12.901000000"
36637.1,"2009-10-10 22:37:28.901000000"
36568.7,"2009-10-10 22:37:44.902000000"
36461.8,"2009-10-10 22:38:00.901000000"
36316.1,"2009-10-10 22:38:16.901000000"
36126,"2009-10-10 22:38:32.901000000"
35932.8,"2009-10-10 22:38:48.901000000"
35707,"2009-10-10 22:39:04.902000000"
35457.3,"2009-10-10 22:39:20.901000000"
35148.3,"2009-10-10 22:39:36.901000000"
34833.3,"2009-10-10 22:39:52.901000000"
34500.5,"2009-10-10 22:40:08.901000000"
34102.3,"2009-10-10 22:40:24.902000000"
33686.3,"2009-10-10 22:40:40.901000000"
33252.4,"2009-10-10 22:40:56.901000000"
32776.9,"2009-10-10 22:41:12.901000000"
32277.7,"2009-10-10 22:41:28.901000000"
31754.7,"2009-10-10 22:41:44.902000000"
31210.9,"2009-10-10 22:42:00.901000000"
30631.4,"2009-10-10 22:42:16.901000000"
30049,"2009-10-10 22:42:32.901000000"
29427.9,"2009-10-10 22:42:48.901000000"
28789,"2009-10-10 22:43:04.902000000"
28132.3,"2009-10-10 22:43:20.901000000"
27460.7,"2009-10-10 22:43:36.901000000"
26780.2,"2009-10-10 22:43:52.901000000"
26067,"2009-10-10 22:44:08.901000000"
25362.8,"2009-10-10 22:44:24.902000000"
24652.5,"2009-10-10 22:44:40.901000000"
23897.8,"2009-10-10 22:44:56.901000000"
23163.8,"2009-10-10 22:45:12.901000000"
22411.9,"2009-10-10 22:45:28.901000000"
21654.2,"2009-10-10 22:45:44.902000000"
20908.3,"2009-10-10 22:46:00.901000000"
20144.6,"2009-10-10 22:46:16.901000000"
19372,"2009-10-10 22:46:32.901000000"
18608.3,"2009-10-10 22:46:48.901000000"
17868.3,"2009-10-10 22:47:04.902000000"
17095.7,"2009-10-10 22:47:20.901000000"
16364.7,"2009-10-10 22:47:36.901000000"
15598,"2009-10-10 22:47:52.901000000"
14846.2,"2009-10-10 22:48:08.901000000"
14085.5,"2009-10-10 22:48:24.902000000"
13342.6,"2009-10-10 22:48:40.901000000"
12599.7,"2009-10-10 22:48:56.901000000"
11874.6,"2009-10-10 22:49:12.901000000"
11119.8,"2009-10-10 22:49:28.901000000"
10418.5,"2009-10-10 22:49:44.902000000"
9675.59,"2009-10-10 22:50:00.901000000"
8977.26,"2009-10-10 22:50:16.901000000"
8264.07,"2009-10-10 22:50:32.901000000"
7589.51,"2009-10-10 22:50:48.900000000"
6888.21,"2009-10-10 22:51:04.902000000"
6246.34,"2009-10-10 22:51:20.900000000"
5571.78,"2009-10-10 22:51:36.900000000"
4921,"2009-10-10 22:51:52.900000000"
4276.16,"2009-10-10 22:52:08.900000000"
3655.09,"2009-10-10 22:52:24.902000000"
3019.16,"2009-10-10 22:52:40.900000000"
2427.81,"2009-10-10 22:52:56.900000000"
1869.15,"2009-10-10 22:53:12.901000000"
1280.77,"2009-10-10 22:53:28.900000000"
731.018,"2009-10-10 22:53:44.901000000"
178.297,"2009-10-10 22:54:00.900000000"
-407.099,"2009-10-10 22:54:16.900000000"
-921.173,"2009-10-10 22:54:32.900000000"
-1456.05,"2009-10-10 22:54:48.900000000"
-1946.35,"2009-10-10 22:55:04.901000000"
-2409.91,"2009-10-10 22:55:20.900000000"
-2894.27,"2009-10-10 22:55:36.900000000"
-3325.14,"2009-10-10 22:55:52.900000000"
-3758.98,"2009-10-10 22:56:08.900000000"
-4166.08,"2009-10-10 22:56:24.902000000"
-4564.27,"2009-10-10 22:56:40.900000000"
-4947.59,"2009-10-10 22:56:56.900000000"
-5319.03,"2009-10-10 22:57:12.900000000"
-5696.42,"2009-10-10 22:57:28.900000000"
-6023.29,"2009-10-10 22:57:44.901000000"
-6323.41,"2009-10-10 22:58:00.900000000"
-6650.28,"2009-10-10 22:58:16.900000000"
-6974.17,"2009-10-10 22:58:32.900000000"
-7265.38,"2009-10-10 22:58:48.901000000"
-7553.62,"2009-10-10 22:59:04.901000000"
-7847.8,"2009-10-10 22:59:20.900000000"
-8115.24,"2009-10-10 22:59:36.900000000"
-8385.65,"2009-10-10 22:59:52.900000000"
-8688.75,"2009-10-10 23:00:08.900000000"
-8971.04,"2009-10-10 23:00:24.901000000"
-9259.28,"2009-10-10 23:00:40.900000000"
-9529.69,"2009-10-10 23:00:56.900000000"
-9776.32,"2009-10-10 23:01:12.900000000"
-10025.9,"2009-10-10 23:01:28.900000000"
-10311.2,"2009-10-10 23:01:44.902000000"
-10566.8,"2009-10-10 23:02:00.900000000"
-10846.1,"2009-10-10 23:02:16.900000000"
-11110.5,"2009-10-10 23:02:32.900000000"
-11398.8,"2009-10-10 23:02:48.900000000"
-11669.2,"2009-10-10 23:03:04.901000000"
-11957.4,"2009-10-10 23:03:20.900000000"
-12215.9,"2009-10-10 23:03:36.900000000"
-12471.5,"2009-10-10 23:03:52.900000000"
-12730,"2009-10-10 23:04:08.901000000"
-12991.5,"2009-10-10 23:04:24.901000000"
-13241.1,"2009-10-10 23:04:40.900000000"
-13469.9,"2009-10-10 23:04:56.900000000"
-13701.7,"2009-10-10 23:05:12.900000000"
-13927.5,"2009-10-10 23:05:28.900000000"
-14138.5,"2009-10-10 23:05:44.901000000"
-14343.6,"2009-10-10 23:06:00.900000000"
-14518.9,"2009-10-10 23:06:16.900000000"
-14709.1,"2009-10-10 23:06:32.900000000"
-14881.4,"2009-10-10 23:06:48.900000000"
-15041.9,"2009-10-10 23:07:04.901000000"
-15184.5,"2009-10-10 23:07:20.900000000"
-15297.4,"2009-10-10 23:07:36.900000000"
-15419.3,"2009-10-10 23:07:52.900000000"
-15547,"2009-10-10 23:08:08.900000000"
-15645.1,"2009-10-10 23:08:24.901000000"
-15713.4,"2009-10-10 23:08:40.900000000"
-15799.6,"2009-10-10 23:08:56.900000000"
-15859,"2009-10-10 23:09:12.900000000"
-15924.4,"2009-10-10 23:09:28.900000000"
-15983.8,"2009-10-10 23:09:44.901000000"
-16028.4,"2009-10-10 23:10:00.900000000"
-16078.9,"2009-10-10 23:10:16.900000000"
-16117.6,"2009-10-10 23:10:32.900000000"
-16171.1,"2009-10-10 23:10:48.900000000"
-16206.7,"2009-10-10 23:11:04.901000000"
-16275.1,"2009-10-10 23:11:20.900000000"
-16316.7,"2009-10-10 23:11:36.900000000"
-16373.1,"2009-10-10 23:11:52.900000000"
-16438.5,"2009-10-10 23:12:08.900000000"
-16521.7,"2009-10-10 23:12:24.901000000"
-16587.1,"2009-10-10 23:12:40.900000000"
-16685.1,"2009-10-10 23:12:56.900000000"
-16771.3,"2009-10-10 23:13:12.900000000"
-16902,"2009-10-10 23:13:28.900000000"
-17003.1,"2009-10-10 23:13:44.901000000"
-17148.7,"2009-10-10 23:14:00.900000000"
-17315.1,"2009-10-10 23:14:16.900000000"
-17469.6,"2009-10-10 23:14:32.900000000"
-17624.1,"2009-10-10 23:14:48.900000000"
-17814.3,"2009-10-10 23:15:04.901000000"
-18004.5,"2009-10-10 23:15:20.900000000"
-18206.5,"2009-10-10 23:15:36.900000000"
-18429.4,"2009-10-10 23:15:52.900000000"
-18640.4,"2009-10-10 23:16:08.900000000"
-18866.2,"2009-10-10 23:16:24.901000000"
-19109.9,"2009-10-10 23:16:40.900000000"
-19353.6,"2009-10-10 23:16:56.900000000"
-19603.2,"2009-10-10 23:17:12.900000000"
-19858.7,"2009-10-10 23:17:28.900000000"
-20093.5,"2009-10-10 23:17:44.901000000"
-20352,"2009-10-10 23:18:00.900000000"
-20601.6,"2009-10-10 23:18:16.900000000"
-20863.1,"2009-10-10 23:18:32.900000000"
-21124.6,"2009-10-10 23:18:48.900000000"
-21368.3,"2009-10-10 23:19:04.901000000"
-21632.7,"2009-10-10 23:19:20.900000000"
-21864.5,"2009-10-10 23:19:36.900000000"
-22111.1,"2009-10-10 23:19:52.900000000"
-22322.1,"2009-10-10 23:20:08.900000000"
-22577.7,"2009-10-10 23:20:24.901000000"
-22773.8,"2009-10-10 23:20:40.900000000"
-22990.7,"2009-10-10 23:20:56.900000000"
-23172,"2009-10-10 23:21:12.900000000"
-23353.2,"2009-10-10 23:21:28.900000000"
-23549.4,"2009-10-10 23:21:44.901000000"
-23700.9,"2009-10-10 23:22:00.900000000"
-23837.6,"2009-10-10 23:22:16.900000000"
-23971.3,"2009-10-10 23:22:32.900000000"
-24102.1,"2009-10-10 23:22:48.900000000"
-24200.1,"2009-10-10 23:23:04.901000000"
-24298.2,"2009-10-10 23:23:20.900000000"
-24375.4,"2009-10-10 23:23:36.900000000"
-24455.7,"2009-10-10 23:23:52.900000000"
-24521,"2009-10-10 23:24:08.900000000"
-24565.6,"2009-10-10 23:24:24.901000000"
-24598.3,"2009-10-10 23:24:40.900000000"
-24613.2,"2009-10-10 23:24:56.900000000"
-24634,"2009-10-10 23:25:12.900000000"
-24592.4,"2009-10-10 23:25:28.900000000"
-24583.4,"2009-10-10 23:25:44.901000000"
-24565.6,"2009-10-10 23:26:00.900000000"
-24509.2,"2009-10-10 23:26:16.900000000"
-24464.6,"2009-10-10 23:26:32.900000000"
-24399.2,"2009-10-10 23:26:48.900000000"
-24319,"2009-10-10 23:27:04.901000000"
-24226.9,"2009-10-10 23:27:20.900000000"
-24105,"2009-10-10 23:27:36.900000000"
-23998.1,"2009-10-10 23:27:52.900000000"
-23852.4,"2009-10-10 23:28:08.900000000"
-23689,"2009-10-10 23:28:24.901000000"
-23510.7,"2009-10-10 23:28:40.900000000"
-23311.6,"2009-10-10 23:28:56.900000000"
-23085.8,"2009-10-10 23:29:12.900000000"
-22868.9,"2009-10-10 23:29:28.900000000"
-22622.2,"2009-10-10 23:29:44.901000000"
-22363.7,"2009-10-10 23:30:00.900000000"
-22093.3,"2009-10-10 23:30:16.900000000"
-21793.2,"2009-10-10 23:30:32.900000000"
-21487.1,"2009-10-10 23:30:48.900000000"
-21154.3,"2009-10-10 23:31:04.901000000"
-20821.5,"2009-10-10 23:31:20.900000000"
-20479.8,"2009-10-10 23:31:36.900000000"
-20108.3,"2009-10-10 23:31:52.900000000"
-19719.1,"2009-10-10 23:32:08.900000000"
-19306,"2009-10-10 23:32:24.901000000"
-18857.3,"2009-10-10 23:32:40.900000000"
-18402.7,"2009-10-10 23:32:56.900000000"
-17965.9,"2009-10-10 23:33:12.900000000"
-17505.3,"2009-10-10 23:33:28.900000000"
-17032.8,"2009-10-10 23:33:44.901000000"
-16539.5,"2009-10-10 23:34:00.900000000"
-16040.3,"2009-10-10 23:34:16.900000000"
-15541.1,"2009-10-10 23:34:32.900000000"
-15024,"2009-10-10 23:34:48.900000000"
-14510,"2009-10-10 23:35:04.901000000"
-13972.1,"2009-10-10 23:35:20.900000000"
-13419.4,"2009-10-10 23:35:36.900000000"
-12869.7,"2009-10-10 23:35:52.900000000"
-12322.9,"2009-10-10 23:36:08.900000000"
-11776.2,"2009-10-10 23:36:24.901000000"
-11226.4,"2009-10-10 23:36:40.900000000"
-10682.6,"2009-10-10 23:36:56.900000000"
-10144.8,"2009-10-10 23:37:12.900000000"
-9609.92,"2009-10-10 23:37:28.900000000"
-9069.1,"2009-10-10 23:37:44.901000000"
-8543.14,"2009-10-10 23:38:00.900000000"
-8020.15,"2009-10-10 23:38:16.900000000"
-7506.08,"2009-10-10 23:38:32.900000000"
-7003.89,"2009-10-10 23:38:48.900000000"
-6501.7,"2009-10-10 23:39:04.901000000"
-6038.14,"2009-10-10 23:39:20.900000000"
-5553.78,"2009-10-10 23:39:36.900000000"
-5087.25,"2009-10-10 23:39:52.900000000"
-4644.5,"2009-10-10 23:40:08.900000000"
-4192.82,"2009-10-10 23:40:24.901000000"
-3848.13,"2009-10-10 23:40:40.900000000"
-3470.74,"2009-10-10 23:40:56.900000000"
-3087.42,"2009-10-10 23:41:12.900000000"
-2754.61,"2009-10-10 23:41:28.900000000"
-2460.42,"2009-10-10 23:41:44.901000000"
-2163.27,"2009-10-10 23:42:00.900000000"
-1895.83,"2009-10-10 23:42:16.900000000"
-1628.4,"2009-10-10 23:42:32.900000000"
-1363.93,"2009-10-10 23:42:48.900000000"
-1111.35,"2009-10-10 23:43:04.901000000"
-888.487,"2009-10-10 23:43:20.900000000"
-656.708,"2009-10-10 23:43:36.900000000"
-454.644,"2009-10-10 23:43:52.900000000"
-294.181,"2009-10-10 23:44:08.900000000"
-92.1173,"2009-10-10 23:44:24.901000000"
106.978,"2009-10-10 23:44:40.900000000"
300.133,"2009-10-10 23:44:56.900000000"
490.317,"2009-10-10 23:45:12.900000000"
656.728,"2009-10-10 23:45:28.900000000"
781.535,"2009-10-10 23:45:44.901000000"
1001.44,"2009-10-10 23:46:00.900000000"
1206.48,"2009-10-10 23:46:16.900000000"
1408.55,"2009-10-10 23:46:32.900000000"
1598.73,"2009-10-10 23:46:48.900000000"
1815.66,"2009-10-10 23:47:04.901000000"
2056.36,"2009-10-10 23:47:20.900000000"
2308.95,"2009-10-10 23:47:36.900000000"
2469.41,"2009-10-10 23:47:52.900000000"
2796.29,"2009-10-10 23:48:08.900000000"
3069.68,"2009-10-10 23:48:24.901000000"
3363.87,"2009-10-10 23:48:40.900000000"
3696.69,"2009-10-10 23:48:56.900000000"
4047.34,"2009-10-10 23:49:12.900000000"
4421.77,"2009-10-10 23:49:28.900000000"
4802.13,"2009-10-10 23:49:44.901000000"
5221.13,"2009-10-10 23:50:00.900000000"
5654.99,"2009-10-10 23:50:16.900000000"
6133.42,"2009-10-10 23:50:32.900000000"
6629.68,"2009-10-10 23:50:48.900000000"
7140.8,"2009-10-10 23:51:04.901000000"
7684.6,"2009-10-10 23:51:20.900000000"
8231.38,"2009-10-10 23:51:36.900000000"
8795.99,"2009-10-10 23:51:52.900000000"
9414.08,"2009-10-10 23:52:08.900000000"
10008.4,"2009-10-10 23:52:24.901000000"
10620.6,"2009-10-10 23:52:40.900000000"
11286.2,"2009-10-10 23:52:56.900000000"
11931,"2009-10-10 23:53:12.900000000"
12599.7,"2009-10-10 23:53:28.900000000"
13277.2,"2009-10-10 23:53:44.901000000"
13963.6,"2009-10-10 23:54:00.900000000"
14667.9,"2009-10-10 23:54:16.900000000"
15396,"2009-10-10 23:54:32.900000000"
16112.1,"2009-10-10 23:54:48.900000000"
16831.2,"2009-10-10 23:55:04.901000000"
17553.3,"2009-10-10 23:55:20.900000000"
18281.4,"2009-10-10 23:55:36.900000000"
19015.4,"2009-10-10 23:55:52.900000000"
19743.4,"2009-10-10 23:56:08.900000000"
20477.4,"2009-10-10 23:56:24.901000000"
21193.6,"2009-10-10 23:56:40.900000000"
21900.8,"2009-10-10 23:56:56.900000000"
22640.8,"2009-10-10 23:57:12.900000000"
23356.9,"2009-10-10 23:57:28.900000000"
24076,"2009-10-10 23:57:44.901000000"
24771.4,"2009-10-10 23:58:00.900000000"
25460.8,"2009-10-10 23:58:16.900000000"
26138.3,"2009-10-10 23:58:32.900000000"
26809.9,"2009-10-10 23:58:48.900000000"
27463.7,"2009-10-10 23:59:04.901000000"
28132.3,"2009-10-10 23:59:20.900000000"
28771.2,"2009-10-10 23:59:36.900000000"
29401.2,"2009-10-10 23:59:52.900000000"
30019.3,"2009-10-11 00:00:08.900000000"
30610.6,"2009-10-11 00:00:24.901000000"
31184.2,"2009-10-11 00:00:40.900000000"
31742.8,"2009-10-11 00:00:56.900000000"
32286.6,"2009-10-11 00:01:12.900000000"
32794.8,"2009-10-11 00:01:28.900000000"
33294,"2009-10-11 00:01:44.901000000"
33763.5,"2009-10-11 00:02:00.900000000"
34206.3,"2009-10-11 00:02:16.900000000"
34637.2,"2009-10-11 00:02:32.900000000"
35014.6,"2009-10-11 00:02:48.900000000"
35400.9,"2009-10-11 00:03:04.901000000"
35721.8,"2009-10-11 00:03:20.900000000"
36030.9,"2009-10-11 00:03:36.900000000"
36301.3,"2009-10-11 00:03:52.900000000"
